"item","f_neg_have_choice","f_ln_disutility","f_expect_free","f_lasts_a_while","f_can_hold_touch","f_worthless_alone","analysis","pair","r","df","p_value","term","Value","Std. Error"
"overpriced",0.0118486360183571,0.64068250674544,0.126959584605419,-0.253107347803584,0.0124558465252126,0.116191601875335,"factor anaysis",,,,,,,
"expensive",-0.0530022759912301,0.7238138652744,0.0674035018637036,-0.0954252715354978,0.00577834538887792,-0.031663041654857,"factor anaysis",,,,,,,
"worthless_alone",-0.0175762410672248,0.0257455125736878,-0.000796082127479684,-0.0240027690182844,0.0073297709718777,1.0015885475374,"factor anaysis",,,,,,,
"value_with_others",0.0532223667120752,-0.0533504629516391,0.00357976818206418,0.127764195336744,-0.0335109337240496,0.722291619323686,"factor anaysis",,,,,,,
"have_choice",-0.813948564784828,0.0109490253416551,-0.0174858568048217,0.0571031493505623,-0.0385615438892792,0.028585019749665,"factor anaysis",,,,,,,
"have_other_options",-0.653697828804654,0.129080743351314,0.113979714132212,-0.059528750249242,0.0147000924124748,-0.0409912928635865,"factor anaysis",,,,,,,
"no_real_alternatives",0.649946307548489,-0.0215034974830996,0.0465487919769632,-0.0432193619956115,-0.0287352810475141,0.131836378419157,"factor anaysis",,,,,,,
"negative_consequences_if_not",0.74325571019787,0.105189528639514,0.0637441278195515,0.0183108964583106,-0.0410908043961646,-0.0415760934246399,"factor anaysis",,,,,,,
"cant_control_timing",0.715062066014832,0.0743185446779433,0.0377559875682146,0.0599994089314845,-0.0322860816316968,-0.0100125298918903,"factor anaysis",,,,,,,
"can_hold_touch",0.0311395223781311,-0.0323800224841265,-0.0122766495932751,-0.00808475672085862,0.993903856042636,-0.0207251757917582,"factor anaysis",,,,,,,
"physical_product",-0.0730141221463385,0.0584936029005585,0.00724750519860316,0.0584994180859135,0.812128047292621,0.0299884921205721,"factor anaysis",,,,,,,
"use_long_period",-0.0431260659156173,0.00981799630718075,0.0499098821378418,0.87431875798695,-0.0132172373613222,0.0205211187725901,"factor anaysis",,,,,,,
"lasts_a_while",0.0377433800666979,0.0039148146337937,0.00160712633994172,0.958142854208046,0.0420883330272478,0.0222949108559807,"factor anaysis",,,,,,,
"businesses_give_away_free",-0.0450790828389035,-0.0226595490405436,0.60019022563031,0.0673210973525934,-0.0853943679572308,-0.0306252204037925,"factor anaysis",,,,,,,
"people_dont_pay_money",-0.161931078359046,-0.00855789262831049,0.513491538071546,0.0736131959386368,-0.119185032174763,0.0530582078010565,"factor anaysis",,,,,,,
"expect_free",-0.0166632909120958,0.00699967579437797,0.929859284648952,-0.0032360934355682,0.0262991305107231,0.00109841785607254,"factor anaysis",,,,,,,
"should_be_free",0.183210933549482,-0.0245460138789696,0.742782483537371,0.0283555433976692,-0.0205771603283676,0.0289994669384919,"factor anaysis",,,,,,,
"ln_disutility",0.0506027459923829,0.857241247970245,-0.0042668215416749,-0.00895389906431223,0.024504898486025,0.0416195429615689,"factor anaysis",,,,,,,
"ln_typ_charge",0.0295204920110965,0.800000621392265,-0.129882615564684,0.232619509214668,-0.0651576296285954,-0.0576402044657295,"factor anaysis",,,,,,,
,,,,,,,"factor score correlations","painful_1_f_neg_have_choice",0.241,399,"p<.001",,,
,,,,,,,"factor score correlations","painful_1_f_ln_disutility",0.69,399,"p<.001",,,
,,,,,,,"factor score correlations","painful_1_f_expect_free",0.227,399,"p<.001",,,
,,,,,,,"factor score correlations","painful_1_f_lasts_a_while",-0.066,399,"p=0.188",,,
,,,,,,,"factor score correlations","painful_1_f_can_hold_touch",-0.283,399,"p<.001",,,
,,,,,,,"factor score correlations","painful_1_f_worthless_alone",0.069,399,"p=0.169",,,
,,,,,,,"factor score correlations","painful_1_ln_typ_charge",0.507,399,"p<.001",,,
,,,,,,,"factor score correlations","painful_1_ln_disutility",0.601,399,"p<.001",,,
,,,,,,,"factor score correlations","painful_1_like_1",-0.495,399,"p<.001",,,
,,,,,,,"factor score correlations","painful_1_value_1",-0.366,399,"p<.001",,,
,,,,,,,"factor score correlations","f_neg_have_choice_f_ln_disutility",0.146,399,"p=0.003",,,
,,,,,,,"factor score correlations","f_neg_have_choice_f_expect_free",0.276,399,"p<.001",,,
,,,,,,,"factor score correlations","f_neg_have_choice_f_lasts_a_while",0.104,399,"p=0.038",,,
,,,,,,,"factor score correlations","f_neg_have_choice_f_can_hold_touch",-0.243,399,"p<.001",,,
,,,,,,,"factor score correlations","f_neg_have_choice_f_worthless_alone",0.117,399,"p=0.019",,,
,,,,,,,"factor score correlations","f_neg_have_choice_ln_typ_charge",0.151,399,"p=0.002",,,
,,,,,,,"factor score correlations","f_neg_have_choice_ln_disutility",0.187,399,"p<.001",,,
,,,,,,,"factor score correlations","f_neg_have_choice_like_1",-0.188,399,"p<.001",,,
,,,,,,,"factor score correlations","f_neg_have_choice_value_1",0.236,399,"p<.001",,,
,,,,,,,"factor score correlations","f_ln_disutility_f_expect_free",-0.056,399,"p=0.261",,,
,,,,,,,"factor score correlations","f_ln_disutility_f_lasts_a_while",0.055,399,"p=0.268",,,
,,,,,,,"factor score correlations","f_ln_disutility_f_can_hold_touch",-0.155,399,"p=0.002",,,
,,,,,,,"factor score correlations","f_ln_disutility_f_worthless_alone",0.033,399,"p=0.513",,,
,,,,,,,"factor score correlations","f_ln_disutility_ln_typ_charge",0.864,399,"p<.001",,,
,,,,,,,"factor score correlations","f_ln_disutility_ln_disutility",0.885,399,"p<.001",,,
,,,,,,,"factor score correlations","f_ln_disutility_like_1",-0.399,399,"p<.001",,,
,,,,,,,"factor score correlations","f_ln_disutility_value_1",-0.277,399,"p<.001",,,
,,,,,,,"factor score correlations","f_expect_free_f_lasts_a_while",-0.044,399,"p=0.384",,,
,,,,,,,"factor score correlations","f_expect_free_f_can_hold_touch",-0.353,399,"p<.001",,,
